"In his contentious interview yesterday with Bret Baier of Fox News, Obama said he's confident #HCR will pass. Says it's ''right thing to do.''",-1
RT @michellemalkin: Just posted - CBO: Covering the Backsides of Obamacare-pushers? http://twurl.nl/ftwy57 #hcr #wreckonciliation,-1
"@mikepfs read Drudge update, the CBO has NOT come up w numbers! Its another Pelosi Obama LIE #hcr",-1
"Come to DC Friday morning, join Obama for major #hcr event at Patriot Center, no tix needed http://bit.ly/aavNaQ",0
"The #hcr bill will be posted on the Net for 2 days; all 2,800 pages. I say we all pick one page to read and meet back here. #teaparty #tcot",0
"Bachmann Accuses The Media Of `Treason,' Claims Use Of `Deem And Pass' Warrants `Impeachment' http://is.gd/aNbhi #hcr #p2 #tcot",0
President Obama's pitch: Fate of presidency on the line :: http://ow.ly/1nLdX  #Obama #hcr #Politics,0
WATCH: #HealthCare ( #hcr ) Crunch Time - Passing President Obama's bill comes down to a few wavering Democrats.   ... http://ow.ly/16PKO2,0
RT @lgailey    Sign Alan Grayson's petition demanding Medicare buy in option: wewantmedicare.com #p2 #hcr #healthcare,0
Dem. Congressman calls #healthcare vote plan 'disingenuous' (From @BostonHerald) http://j.mp/9MoLJb #handsoff #hc #hcr #tcot,0
"I just announced the CBO numbers on final #hcr: cuts the deficit by more than $130B in the 1st 10 yrs, and more than $1T in the 2nd 10 yrs.",0
"RT @HealthReformNow: CBO #s: Cuts deficit by more than $130B in 1st 10 years(2010-19), $1.2 trillion in 2nd 10 yrs #hcr",0
RT @CrabbyCon: RT @vadum: Former 'Yes' Dem Becomes 'No' & There R More http://tinyurl.com/yc8o2za #hcr #wreckonciliation,1
RT @heirsinhope: Michelle Bachmann on killing the bill http://bit.ly/cfkSPH Watch & RT Plz #hcr #tcot - She's amazing!,1
RT @joanwalsh: Dennis Kucinich speaks for me; I was moved by his anguish over what an #hcr loss means to Obama's pre... http://shar.es/mWjYC,1
"RT @OurFuturedotorg: No More Delays! Tell the House: Get Health Care Done, Now: http://is.gd/aMaxU - #healthcare #hcr #p2",1
BREAKING: Palin discloses she crossed over into Russia to get vodka. #p2 #hcr #ACORN,-1
"RT @Marnus3: Pope's brother ignored reports of sex abuse. Love the fetus, abuse the child. http://ow.ly/1ghdE #p2 #hcr #ACORN",2
RT @PatriotCzar: RT @kmita3: Code Red: Stop the obama/Pelosi Government Health-care Takeover  http://bit.ly/bTieVP #hcr #tcot #hhrs #tlot,-1
Truth about Cuba health care. Shocking photos from Left's medical paradise: http://tinyurl.com/yf764ws #hcr #gop #libertarian TAX #obamacare,-1
"Again, I cannot make it any easier for you people: http://is.gd/a3Gsl (via @ewerickson) -- Call Congress. Tell them VOTE NO on Senate #HCR",-1
"Love? ''Flee, loser, we'll find you.'' http://twitpic.com/17kisw #tcot #teaparty #sgp #beck #gop #rush #p2 #dnc #dems #ocra #hcr",-1
"We have to pass #hcr so we know what's in it?  Wait, what?  http://bit.ly/aXGIj2",-1
Obama's congressmen will sabotage the health bill to keep their seats. http://bit.ly/bozMkV /via @GuardianUSA #publicoption @maddow #hcr,-1
Want more taxes? Pass #hcr #tcot #teaparty #sgp #beck #gop #rush #p2 #dnc #dems #tlot #politics #conservative #ocra #obamafail #GlennBeck,-1
Heritage: No Stupak deal yet. He expects #hcr bill ''sometime this year''  Other Dems switch to NO or MAYBE. http://bit.ly/9JlzN9 #tcot #rush,0
Mitch Daniels: Hoosiers and Health Savings Accounts - WSJ.com: http://bit.ly/d3OcYk via @addthis #hcr #tcot,0
RT @Shoq: .@MSNBC @CNN @ABC @NBC @mitchellreports Fox is now airing the DC #HCR rally? Doesn't that embarrass you AT ALL?  #p2 #m9,0
Senator Baucus calls the White House Mar 18 deadline for House passage of healthcare ''a steep climb.'' http://bit.ly/aUUlmE #hcr #hhrs #sgp,0
http://bit.ly/ambX26   Rachel Maddow: ''Who really paid Bart Stupak's rent?'' A: Looks like the Family. #hcr #p2,0
Some irony: #Palin - the great critic of ''socialized'' health care - crossed border for #canadian health care. http://snurl.com/uq0yu #hcr,1
Limbaugh says he'll leave the country if #healthcare reform passes. Help him pack his bags by taking action NOW: http://is.gd/9XXMN #hcr #p2,1
RT @tnr: #hcr is getting more popular--and Chait's betting that Obama has something to do with it. http://bit.ly/9CdnHQ,1
Another reason to vote for #hcr: RT @CBSNews: Rush Limbaugh: I'll Leave Country Over Health Bill http://bit.ly/9Uevxs (via @Nobilis),1
True 'Win/Win' situation: We get health care*&* get rid of Rush Limbaugh!: http://is.gd/a4nzU (via @markos ) #hcr #p2,1
Rush Limbaugh will leave country if #hcr passes. Could we BE so lucky?! ;),1
This is it! We're down to the final stretch (REALLY!) for #hcr. Now's the time to reach out to Congress to support reform http://ow.ly/1gynL,1
Huffpost - Obama whats your excuss now: New Poll Shows 76% Support For Choice Of Public Plan WE ALL WANT IT! http://bit.ly/fhzB8 #hcr #p2,1
Beating the drum for #hcr #m9 http://tweetphoto.com/13813849,1
RT @Shoq .@contessaBrewer @msnbc @stevebruskCNN @CNN Why aren't you giving DC #HCR rally same attn you lavished on tea parties? #m9 #p2,-1
"Don't want ObamaCare? Help send 1,000,000 emails to Congress by going to http://bit.ly/dknG61 and sending a letter today! #hcr #tcot #tlot",-1
#EU: Avg hourly wages for #women=18% lower than 4 men. http://digg.com/d31KqwY?t #IWD #humanrights,2
"VERY interesting read: 'Massa Implicates Emanuel, Dem Leaders' http://bit.ly/dBmzNc #tcot #HCR #SGP #hhrs #rush",-1
What one more final push for #HCR.  How about jobs & the economy.  The American people don't want you to waste their time.  #congress #tcot,-1
RT @ymordfin: Massa: Pelosi pushed me out- she knew I'd vote no on O-Care http://is.gd/9XILX #tcot #hcr Talk about an ethics violation!,-1
"#Obama will not take questions today, think of it as campaign rally for #hcr",-1
"Best heathcare system in the world!!!! (Canada, that is -- where Sarah Palin's parents border-hopped for healthcare) tcot #hcr #p2",-1
Paying doctors more doesn't mean you get better quality #healthcare.  http://bit.ly/8XBbMM #healthreform #hcr,-1
#UK Telegraph: ''The end of the road for Barack Obama? Barack Obama seems unable to face up to America's problems.'' http://bit.ly/a6Elsi #hcr,-1
Everyone needs to contact as many ppl as they can think of to inform them of tea party march to stop the #hcr vote and #hcr.,-1
He needed to start this fight club a year ago. MT @markknoller Obama: ''I want you to stand with me and fight with me.'' #hcr,-1
"RT @GOPLeader: Boehner: President's Latest Health Care Pitch `Heavy on Snake Oil, Light on Reality' http://bit.ly/9pxGcI #hcr #tcot",-1
Hey Obama! send your unwanted scrap Nobel to Ca$h4Gold & stop using our $$ to pay your #HCR campaign finances! #obamafail #tcot #sgp,-1
I can see Canadian health care from my house.'' - @SarahPalinUSA http://tr.im/R5DK #hcr #tcot,-1
"Palin Crossed Border For Canadian Health Care: http://bit.ly/aBR5IB #singlepayer, #hcr",-1
VIDEO: What Health Reform Will Deliver - This Year http://bit.ly/dprgvg (weekly address) #hcr,0
Confused about what happens next in #hcr? Here's a good summary from David Herszenhorn of @nytimes: http://nyti.ms/8Z5jNX,0
Interesting comments from resigning Massa (d) about Dem party pressuring dems on #hcr. @foxnews #killthebill #tcot,0
*** - - >Please follow and support @RoxanneConlin who's running against #Gop #asshat @ChuckGrassley for Senate seat in Iowa #HCR,1
Barack Obama 's Changes being accomplished his (Cloward & Piven Strategy) http://bit.ly/18dkI6 #HCR #tcot #p2 #teaparty #ucot #sgp #gop,0
"Earlier, John Fund on @GrandyandAndy on WMAL said Stupak et. al. can bring the #hcr bill down (via @matthewfaracidc)",0
RT @demonsheep: I am the death panel. RT @KaylaAnderson: What does @demonsheep have to say about #hcr? ||LOL,2
Remind them to say no on #HCR - Call Lincoln Davis - TN04 /  202-225-6831 or  931-879-2361 Web http://www.house.gov/lincolndavis/,-1
RT @Marnus3: Anyone who has had their unemployment benefits interrupted should #sendyourbillstojimbunning #p2 #hcr / great idea!,-1
Exposing the Truth about Reconciliation and the `Nuclear Option' http://is.gd/9xYFf #hcr #rsc #gop #p2 #tcot,-1
RT @PomPrincessMomJ: RT @Marnus3: Bunning made a deal because he would have to stand there all night without a relief pitcher. #p2 #hcr,-1
32 Senators have now signed Sen. Bennet's letter to pass the #publicoption through #reconciliation http://bit.ly/aM3fR4 #hcr,0
RT @slackadjuster  RT @mikecantone: 33 Senators now signed on to pass #publicoption #hcr http://whipcongress.com,0
RT @BreakthroughHS: Bad Advice to the GOP on Health Care | John Goodman | NCPA http://bit.ly/dCv6bc #hcr #obamacare,0
D.C. Archdiocese Forced to Drop Coverage for Spouses over Same-Sex ''Marriage'' http://bit.ly/9oXuDh\n #hcr,0
O clearly is calling for using reconciliation. W/o referring to it directly. ''Will leave it to the others to sift thru the politics.'' #hcr,0
POTUS: This debate is about ''What kind of Country we Want to Be'' #hcr #p2 #tcot,0
Seen the #OFA ad? Now pledge to fight for Reps who fight for #HCR http://bit.ly/aT09xB #p2,1
Unwavering in the fight for the #publicoption via #reconciliation! Thx for the Retweets @AUFanatic23 @You2Gov @wsteffie. #hcr #Solidarity!!,1
Tweet @blanche4senate and tell her to pass the #publicoption through #reconciliation. #hcr,1
RT @CtMan1 RT @RayBeckerman RT@LibbyLefty We need tru #HCR.Call Sen.Carper 202-224-2441-tell him 2 support #PublicOption thru Reconcilition,1
POTUS: ''The bottom line is our proposal is paid for. '' #hcr,1
"RT @utbrp    President Obama puts the correct face on #HCR, it's not about Politicians getting re-elected. It's about People.",1
My hope is that the delay in the #hcr recon vote is due to getting enough votes for #publicoption. Crossing my fingers.,1
Gulf Vets disability claims RE-EXAMINED-->IS THIS SOCIALISM?...#military #hcr #p2 #tcot #tlot #gop #sgp #teaparty {GULF WAR OFF THE BOOKS! },-1
"If they had the votes, we wouldn't have had the summit.~Rep. Marsha Blackburn #ocra #tcot #hcr",-1
Why has she devoted her whole miserable life to hatred of humanity? RT @virginiafoxx How not to ''pass'' #HCR,2
"Larry Kudlow: `With Obamacare, the government is selling a product that the rest of the country doesn't want' http://bit.ly/a9Vwqt #hcr",-1
RT @wordsofpower RT @_Gitana Digging into Polls on HCR: Public Wants Stronger Reform http://bit.ly/aCZuUh #hcr #topprogs #rebelleft #p2,-1
"RT @beaglescout: \nDo U like living in yr parents' house,like a child, aged 40,obeying their rules? U will LUV Obamacare #handsoff #tcot #hcr",-1
